"Time","Room.mean"
2025-03-13 13:00:00,13.9 %H
2025-03-13 13:30:00,14.5 %H
2025-03-13 14:00:00,14.7 %H
2025-03-13 14:30:00,14.8 %H
2025-03-13 15:00:00,15.0 %H
2025-03-13 15:30:00,15.1 %H
2025-03-13 16:00:00,14.9 %H
2025-03-13 16:30:00,14.9 %H
2025-03-13 17:00:00,15.0 %H
2025-03-13 17:30:00,14.9 %H
2025-03-13 18:00:00,14.8 %H
2025-03-13 18:30:00,14.8 %H
2025-03-13 19:00:00,15.1 %H
2025-03-13 19:30:00,15.1 %H
2025-03-13 20:00:00,14.9 %H
2025-03-13 20:30:00,14.9 %H
2025-03-13 21:00:00,14.9 %H
2025-03-13 21:30:00,15.0 %H
2025-03-13 22:00:00,15.2 %H
2025-03-13 22:30:00,15.3 %H
2025-03-13 23:00:00,15.5 %H
2025-03-13 23:30:00,15.8 %H
2025-03-14 00:00:00,16.1 %H
2025-03-14 00:30:00,16.4 %H
2025-03-14 01:00:00,16.8 %H
2025-03-14 01:30:00,17.2 %H
2025-03-14 02:00:00,17.4 %H
2025-03-14 02:30:00,17.6 %H
2025-03-14 03:00:00,17.0 %H
2025-03-14 03:30:00,16.6 %H
2025-03-14 04:00:00,16.4 %H
2025-03-14 04:30:00,16.3 %H
2025-03-14 05:00:00,16.5 %H
2025-03-14 05:30:00,16.6 %H
2025-03-14 06:00:00,16.5 %H
2025-03-14 06:30:00,16.2 %H
2025-03-14 07:00:00,16.3 %H
2025-03-14 07:30:00,16.5 %H
2025-03-14 08:00:00,16.8 %H
2025-03-14 08:30:00,16.9 %H
2025-03-14 09:00:00,17.1 %H
2025-03-14 09:30:00,17.6 %H
2025-03-14 10:00:00,17.7 %H
2025-03-14 10:30:00,17.8 %H
2025-03-14 11:00:00,18.0 %H
2025-03-14 11:30:00,17.9 %H
2025-03-14 12:00:00,17.9 %H
2025-03-14 12:30:00,17.9 %H
2025-03-14 13:00:00,18.0 %H
2025-03-14 13:30:00,18.2 %H
2025-03-14 14:00:00,18.2 %H
2025-03-14 14:30:00,18.3 %H
2025-03-14 15:00:00,18.6 %H
2025-03-14 15:30:00,18.8 %H
2025-03-14 16:00:00,19.0 %H
2025-03-14 16:30:00,18.7 %H
2025-03-14 17:00:00,18.4 %H
2025-03-14 17:30:00,17.9 %H
2025-03-14 18:00:00,17.6 %H
2025-03-14 18:30:00,17.7 %H
2025-03-14 19:00:00,17.6 %H
2025-03-14 19:30:00,17.2 %H
2025-03-14 20:00:00,16.9 %H
2025-03-14 20:30:00,16.5 %H
2025-03-14 21:00:00,16.1 %H
2025-03-14 21:30:00,15.7 %H
2025-03-14 22:00:00,16.1 %H
2025-03-14 22:30:00,16.2 %H
2025-03-14 23:00:00,16.4 %H
2025-03-14 23:30:00,16.8 %H
