"Time","Room.mean"
2025-03-14 01:30:00,102 kPa
2025-03-14 02:00:00,102 kPa
2025-03-14 02:30:00,102 kPa
2025-03-14 03:00:00,102 kPa
2025-03-14 03:30:00,102 kPa
2025-03-14 04:00:00,102 kPa
2025-03-14 04:30:00,102 kPa
2025-03-14 05:00:00,102 kPa
2025-03-14 05:30:00,102 kPa
2025-03-14 06:00:00,102 kPa
2025-03-14 06:30:00,102 kPa
2025-03-14 07:00:00,102 kPa
2025-03-14 07:30:00,102 kPa
2025-03-14 08:00:00,102 kPa
2025-03-14 08:30:00,102 kPa
2025-03-14 09:00:00,102 kPa
2025-03-14 09:30:00,102 kPa
2025-03-14 10:00:00,102 kPa
2025-03-14 10:30:00,102 kPa
2025-03-14 11:00:00,102 kPa
2025-03-14 11:30:00,102 kPa
2025-03-14 12:00:00,102 kPa
2025-03-14 12:30:00,102 kPa
2025-03-14 13:00:00,102 kPa
2025-03-14 13:30:00,102 kPa
2025-03-14 14:00:00,102 kPa
2025-03-14 14:30:00,102 kPa
2025-03-14 15:00:00,102 kPa
2025-03-14 15:30:00,102 kPa
2025-03-14 16:00:00,102 kPa
2025-03-14 16:30:00,102 kPa
2025-03-14 17:00:00,102 kPa
2025-03-14 17:30:00,102 kPa
2025-03-14 18:00:00,102 kPa
2025-03-14 18:30:00,102 kPa
2025-03-14 19:00:00,102 kPa
2025-03-14 19:30:00,102 kPa
2025-03-14 20:00:00,102 kPa
2025-03-14 20:30:00,102 kPa
2025-03-14 21:00:00,102 kPa
2025-03-14 21:30:00,102 kPa
2025-03-14 22:00:00,102 kPa
2025-03-14 22:30:00,102 kPa
2025-03-14 23:00:00,102 kPa
2025-03-14 23:30:00,102 kPa
