# Retrieved Pulse - Time Domain (Full Field)
# Time (fs)	Real(E)	Imag(E)	Normalized Intensity
# # Note: This is the time-domain electric field E(t).
# # To compare the spectrum with the GUI (I(lambda)), calculate |FFT(E)|^2 / lambda^2.
-1.340428e+02	-4.354354e-02	-3.163454e-02	2.896784e-03
-1.331363e+02	-1.439969e-02	-5.238551e-02	2.951593e-03
-1.322298e+02	2.160467e-02	-5.014317e-02	2.981100e-03
-1.313233e+02	4.830841e-02	-2.565586e-02	2.991926e-03
-1.304168e+02	5.369700e-02	1.024861e-02	2.988402e-03
-1.295103e+02	3.528841e-02	4.155460e-02	2.972056e-03
-1.286039e+02	1.488676e-03	5.426604e-02	2.947019e-03
-1.276974e+02	-3.243983e-02	4.330995e-02	2.928094e-03
-1.267909e+02	-5.230492e-02	1.434055e-02	2.941456e-03
-1.258844e+02	-5.105194e-02	-2.046283e-02	3.025028e-03
-1.249779e+02	-2.973238e-02	-4.843157e-02	3.229631e-03
-1.240714e+02	5.114725e-03	-5.991037e-02	3.615413e-03
-1.231649e+02	4.334154e-02	-4.835765e-02	4.216951e-03
-1.222584e+02	6.984775e-02	-1.234687e-02	5.031153e-03
-1.213520e+02	6.758861e-02	3.807484e-02	6.017914e-03
-1.204455e+02	2.869884e-02	7.922884e-02	7.100832e-03
-1.195390e+02	-3.376659e-02	8.385846e-02	8.172424e-03
-1.186325e+02	-8.647063e-02	4.080912e-02	9.142554e-03
-1.177260e+02	-9.507798e-02	-3.130536e-02	1.001985e-02
-1.168195e+02	-4.856991e-02	-9.215480e-02	1.085154e-02
-1.159130e+02	3.082835e-02	-1.037048e-01	1.170506e-02
-1.150065e+02	9.858382e-02	-5.427311e-02	1.266434e-02
-1.141001e+02	1.130555e-01	3.232749e-02	1.382660e-02
-1.131936e+02	6.005197e-02	1.077091e-01	1.520749e-02
-1.122871e+02	-3.519931e-02	1.243435e-01	1.670030e-02
-1.113806e+02	-1.175976e-01	6.587282e-02	1.816843e-02
-1.104741e+02	-1.343161e-01	-3.757099e-02	1.945239e-02
-1.095676e+02	-7.048573e-02	-1.241306e-01	2.037664e-02
-1.086611e+02	3.743450e-02	-1.392072e-01	2.077998e-02
-1.077547e+02	1.240472e-01	-7.290643e-02	2.070305e-02
-1.068482e+02	1.383239e-01	3.438700e-02	2.031597e-02
-1.059417e+02	7.391175e-02	1.197100e-01	1.979344e-02
-1.050352e+02	-3.042867e-02	1.355632e-01	1.930330e-02
-1.041287e+02	-1.156889e-01	7.496637e-02	1.900389e-02
-1.032222e+02	-1.350642e-01	-2.765743e-02	1.900728e-02
-1.023157e+02	-7.734900e-02	-1.151375e-01	1.923950e-02
-1.014092e+02	2.555453e-02	-1.375650e-01	1.957717e-02
-1.005028e+02	1.151044e-01	-8.154562e-02	1.989871e-02
-9.959627e+01	1.401900e-01	2.081570e-02	2.008653e-02
-9.868978e+01	8.783241e-02	1.110025e-01	2.003610e-02
-9.778329e+01	-1.023798e-02	1.401090e-01	1.973536e-02
-9.687681e+01	-1.002008e-01	9.640207e-02	1.933356e-02
-9.597032e+01	-1.376828e-01	5.898415e-03	1.899134e-02
-9.506383e+01	-1.071948e-01	-8.578074e-02	1.884905e-02
-9.415735e+01	-2.467093e-02	-1.356881e-01	1.901992e-02
-9.325086e+01	7.184336e-02	-1.200994e-01	1.958534e-02
-9.234437e+01	1.365144e-01	-4.341883e-02	2.052138e-02
-9.143788e+01	1.346238e-01	5.996318e-02	2.171916e-02
-9.053140e+01	6.249256e-02	1.384759e-01	2.308089e-02
-8.962491e+01	-4.660490e-02	1.495105e-01	2.452542e-02
-8.871842e+01	-1.377038e-01	8.385923e-02	2.599470e-02
-8.781194e+01	-1.634230e-01	-2.769929e-02	2.747432e-02
-8.690545e+01	-1.088171e-01	-1.311942e-01	2.905308e-02
-8.599896e+01	3.210295e-03	-1.755338e-01	3.082242e-02
-8.509248e+01	1.212743e-01	-1.345245e-01	3.280429e-02
-8.418599e+01	1.857366e-01	-2.114636e-02	3.494524e-02
-8.327950e+01	1.565934e-01	1.122561e-01	3.712292e-02
-8.237301e+01	3.945205e-02	1.939761e-01	3.918321e-02
-8.146653e+01	-1.070850e-01	1.719998e-01	4.105113e-02
-8.056004e+01	-2.001993e-01	5.140789e-02	4.272251e-02
-7.965355e+01	-1.832952e-01	-1.031396e-01	4.423490e-02
-7.874707e+01	-6.242166e-02	-2.043595e-01	4.565926e-02
-7.784058e+01	9.638624e-02	-1.944497e-01	4.710098e-02
-7.693409e+01	2.063337e-01	-7.769333e-02	4.860985e-02
-7.602760e+01	2.071983e-01	8.436615e-02	5.004878e-02
-7.512112e+01	9.610362e-02	2.048971e-01	5.121874e-02
-7.421463e+01	-6.898111e-02	2.170689e-01	5.187730e-02
-7.330814e+01	-1.980236e-01	1.119623e-01	5.174892e-02
-7.240166e+01	-2.185534e-01	-5.287108e-02	5.056094e-02
-7.149517e+01	-1.202670e-01	-1.841370e-01	4.837058e-02
-7.058868e+01	3.767514e-02	-2.101121e-01	4.556651e-02
-6.968220e+01	1.657240e-01	-1.228090e-01	4.254649e-02
-6.877571e+01	1.978530e-01	2.311195e-02	3.967996e-02
-6.786922e+01	1.248466e-01	1.473506e-01	3.729888e-02
-6.696273e+01	-8.702730e-03	1.886486e-01	3.566401e-02
-6.605625e+01	-1.328250e-01	1.305994e-01	3.469869e-02
-6.514976e+01	-1.847881e-01	5.315449e-03	3.417491e-02
-6.424327e+01	-1.382121e-01	-1.215166e-01	3.386888e-02
-6.333679e+01	-1.773736e-02	-1.823231e-01	3.355634e-02
-6.243030e+01	1.112194e-01	-1.436787e-01	3.301332e-02
-6.152381e+01	1.769987e-01	-2.737126e-02	3.207772e-02
-6.061732e+01	1.442005e-01	1.000583e-01	3.080543e-02
-5.971084e+01	3.476615e-02	1.676363e-01	2.931060e-02
-5.880435e+01	-8.745471e-02	1.416445e-01	2.771149e-02
-5.789786e+01	-1.560423e-01	4.215657e-02	2.612639e-02
-5.699138e+01	-1.390028e-01	-7.314560e-02	2.467205e-02
-5.608489e+01	-5.169236e-02	-1.441215e-01	2.344311e-02
-5.517840e+01	5.737079e-02	-1.385600e-01	2.249027e-02
-5.427191e+01	1.334462e-01	-6.357239e-02	2.184933e-02
-5.336543e+01	1.407352e-01	4.169166e-02	2.154459e-02
-5.245894e+01	7.664832e-02	1.253583e-01	2.158967e-02
-5.155245e+01	-2.787816e-02	1.456424e-01	2.198890e-02
-5.064597e+01	-1.210836e-01	8.985086e-02	2.273442e-02
-4.973948e+01	-1.533820e-01	-1.703733e-02	2.381630e-02
-4.883299e+01	-1.029778e-01	-1.209460e-01	2.523236e-02
-4.792651e+01	9.059159e-03	-1.640307e-01	2.698815e-02
-4.702002e+01	1.248311e-01	-1.162490e-01	2.909664e-02
-4.611353e+01	1.776691e-01	3.694717e-03	3.157996e-02
-4.520704e+01	1.300021e-01	1.325999e-01	3.448325e-02
-4.430056e+01	-3.658759e-04	1.946017e-01	3.786996e-02
-4.339407e+01	-1.439958e-01	1.451946e-01	4.181626e-02
-4.248758e+01	-2.154249e-01	1.932968e-03	4.641163e-02
-4.158110e+01	-1.629933e-01	-1.587235e-01	5.175996e-02
-4.067461e+01	-4.189078e-03	-2.406223e-01	5.791665e-02
-3.976812e+01	1.760389e-01	-1.836325e-01	6.471060e-02
-3.886163e+01	2.680047e-01	-6.454752e-03	7.186818e-02
-3.795515e+01	2.039315e-01	1.935518e-01	7.905038e-02
-3.704866e+01	7.918685e-03	2.929067e-01	8.585706e-02
-3.614217e+01	-2.084943e-01	2.199348e-01	9.184120e-02
-3.523569e+01	-3.109095e-01	7.915735e-03	9.672737e-02
-3.432920e+01	-2.296529e-01	-2.187237e-01	1.005805e-01
-3.342271e+01	-7.882330e-03	-3.216649e-01	1.035304e-01
-3.251622e+01	2.236705e-01	-2.360217e-01	1.057348e-01
-3.160974e+01	3.275081e-01	-1.063714e-02	1.073747e-01
-3.070325e+01	2.427098e-01	2.230027e-01	1.086382e-01
-2.979676e+01	1.875359e-02	3.303257e-01	1.094668e-01
-2.889028e+01	-2.157117e-01	2.511276e-01	1.095966e-01
-2.798379e+01	-3.281824e-01	3.274757e-02	1.087761e-01
-2.707730e+01	-2.587345e-01	-1.996020e-01	1.067845e-01
-2.617082e+01	-5.218423e-02	-3.173720e-01	1.034481e-01
-2.526433e+01	1.723850e-01	-2.626300e-01	9.869110e-02
-2.435784e+01	2.946747e-01	-7.669021e-02	9.271455e-02
-2.345135e+01	2.612271e-01	1.327824e-01	8.587076e-02
-2.254487e+01	1.062223e-01	2.594157e-01	7.857968e-02
-2.163838e+01	-8.077019e-02	2.545664e-01	7.132788e-02
-2.073189e+01	-2.117334e-01	1.408425e-01	6.466763e-02
-1.982541e+01	-2.428601e-01	-1.634033e-02	5.924806e-02
-1.891892e+01	-1.812707e-01	-1.518056e-01	5.590400e-02
-1.801243e+01	-6.167767e-02	-2.276299e-01	5.561949e-02
-1.710594e+01	7.994663e-02	-2.305133e-01	5.952784e-02
-1.619946e+01	2.115561e-01	-1.554811e-01	6.893034e-02
-1.529297e+01	2.920648e-01	-3.488936e-03	8.531403e-02
-1.438648e+01	2.666581e-01	1.973878e-01	1.100685e-01
-1.348000e+01	9.568777e-02	3.671607e-01	1.439631e-01
-1.257351e+01	-1.881765e-01	3.895852e-01	1.871870e-01
-1.166702e+01	-4.516478e-01	1.879805e-01	2.393224e-01
-1.076053e+01	-5.141055e-01	-1.871579e-01	2.993325e-01
-9.854048e+00	-2.708815e-01	-5.405904e-01	3.656148e-01
-8.947561e+00	1.972332e-01	-6.305555e-01	4.365012e-01
-8.041074e+00	6.297191e-01	-3.374683e-01	5.104310e-01
-7.134587e+00	7.333776e-01	2.189002e-01	5.857599e-01
-6.228099e+00	3.850914e-01	7.158831e-01	6.607840e-01
-5.321612e+00	-2.515962e-01	8.188243e-01	7.337739e-01
-4.415125e+00	-7.959258e-01	4.116088e-01	8.029198e-01
-3.508638e+00	-8.830816e-01	-2.932738e-01	8.658426e-01
-2.602151e+00	-4.180650e-01	-8.631636e-01	9.198297e-01
-1.695664e+00	3.347021e-01	-9.219720e-01	9.620579e-01
-7.891770e-01	9.067395e-01	-4.092804e-01	9.896869e-01
1.173101e-01	9.312151e-01	3.644700e-01	1.000000e+00
1.023797e+00	3.902116e-01	9.161478e-01	9.915920e-01
1.930284e+00	-3.743793e-01	9.089042e-01	9.662667e-01
2.836771e+00	-8.910683e-01	3.642704e-01	9.266957e-01
3.743258e+00	-8.609363e-01	-3.668363e-01	8.757801e-01
4.649745e+00	-3.335560e-01	-8.397813e-01	8.164922e-01
5.556233e+00	3.464261e-01	-7.948007e-01	7.517191e-01
6.462720e+00	7.702381e-01	-3.000389e-01	6.832902e-01
7.369207e+00	7.155697e-01	3.159042e-01	6.118354e-01
8.275694e+00	2.648227e-01	6.840640e-01	5.380747e-01
9.182181e+00	-2.738661e-01	6.228392e-01	4.629313e-01
1.008867e+01	-5.790920e-01	2.284944e-01	3.875573e-01
1.099516e+01	-5.155077e-01	-2.183743e-01	3.134355e-01
1.190164e+01	-1.918039e-01	-4.542456e-01	2.431278e-01
1.280813e+01	1.501798e-01	-3.960946e-01	1.794449e-01
1.371462e+01	3.162748e-01	-1.566558e-01	1.245708e-01
1.462110e+01	2.728778e-01	7.431521e-02	7.998506e-02
1.552759e+01	1.254331e-01	1.752135e-01	4.643323e-02
1.643408e+01	3.897551e-03	1.545783e-01	2.390963e-02
1.734056e+01	-4.002628e-02	1.007209e-01	1.174680e-02
1.824705e+01	-4.798587e-02	8.197170e-02	9.022003e-03
1.915354e+01	-8.605433e-02	8.530820e-02	1.468284e-02
2.006003e+01	-1.606287e-01	4.228994e-02	2.759003e-02
2.096651e+01	-1.982439e-01	-8.524019e-02	4.656653e-02
2.187300e+01	-1.119655e-01	-2.404641e-01	7.035926e-02
2.277949e+01	9.979633e-02	-2.958421e-01	9.748185e-02
2.368597e+01	3.173262e-01	-1.601186e-01	1.263339e-01
2.459246e+01	3.739432e-01	1.240809e-01	1.552296e-01
2.549895e+01	1.885417e-01	3.832380e-01	1.824194e-01
2.640544e+01	-1.510605e-01	4.281704e-01	2.061492e-01
2.731192e+01	-4.307640e-01	1.993361e-01	2.252925e-01
2.821841e+01	-4.571402e-01	-1.751442e-01	2.396526e-01
2.912490e+01	-1.968469e-01	-4.589039e-01	2.493415e-01
3.003138e+01	1.938611e-01	-4.659243e-01	2.546676e-01
3.093787e+01	4.703377e-01	-1.866986e-01	2.560739e-01
3.184436e+01	4.603785e-01	2.051463e-01	2.540334e-01
3.275084e+01	1.739629e-01	4.671228e-01	2.484668e-01
3.365733e+01	-2.066616e-01	4.430521e-01	2.390042e-01
3.456382e+01	-4.469773e-01	1.600390e-01	2.254012e-01
3.547031e+01	-4.114749e-01	-1.956493e-01	2.075902e-01
3.637679e+01	-1.448633e-01	-4.058875e-01	1.857300e-01
3.728328e+01	1.694892e-01	-3.629629e-01	1.604687e-01
3.818977e+01	3.421844e-01	-1.285526e-01	1.336159e-01
3.909625e+01	3.002414e-01	1.301939e-01	1.070954e-01
4.000274e+01	1.120137e-01	2.644635e-01	8.248802e-02
4.090923e+01	-8.478270e-02	2.318719e-01	6.095268e-02
4.181572e+01	-1.841219e-01	9.636277e-02	4.318666e-02
4.272220e+01	-1.664128e-01	-4.019882e-02	2.930916e-02
4.362869e+01	-8.289358e-02	-1.098663e-01	1.894195e-02
4.453518e+01	-1.562992e-03	-1.081037e-01	1.168886e-02
4.544166e+01	4.240896e-02	-7.344715e-02	7.193004e-03
4.634815e+01	5.786273e-02	-4.231967e-02	5.139051e-03
4.725464e+01	6.995302e-02	-1.900259e-02	5.254523e-03
4.816113e+01	8.339909e-02	1.649464e-02	7.227482e-03
4.906761e+01	7.328111e-02	7.231106e-02	1.059901e-02
4.997410e+01	1.546656e-02	1.206571e-01	1.479736e-02
5.088059e+01	-7.624640e-02	1.155612e-01	1.916790e-02
5.178707e+01	-1.469688e-01	3.763840e-02	2.301649e-02
5.269356e+01	-1.406389e-01	-7.702796e-02	2.571262e-02
5.360005e+01	-5.024972e-02	-1.569602e-01	2.716153e-02
5.450653e+01	7.297332e-02	-1.495033e-01	2.767635e-02
5.541302e+01	1.561922e-01	-5.724407e-02	2.767290e-02
5.631951e+01	1.521082e-01	6.682302e-02	2.760221e-02
5.722600e+01	6.396777e-02	1.543764e-01	2.792396e-02
5.813248e+01	-6.156014e-02	1.587074e-01	2.897768e-02
5.903897e+01	-1.582400e-01	7.406864e-02	3.052606e-02
5.994546e+01	-1.698260e-01	-5.747495e-02	3.214423e-02
6.085194e+01	-8.417128e-02	-1.620980e-01	3.336055e-02
6.175843e+01	5.207221e-02	-1.759596e-01	3.367330e-02
6.266492e+01	1.570519e-01	-8.908846e-02	3.260207e-02
6.357141e+01	1.677343e-01	4.305143e-02	2.998823e-02
6.447789e+01	8.472226e-02	1.380313e-01	2.623051e-02
6.538438e+01	-3.270820e-02	1.440064e-01	2.180768e-02
6.629087e+01	-1.107766e-01	7.003312e-02	1.717610e-02
6.719735e+01	-1.096764e-01	-2.672052e-02	1.274289e-02
6.810384e+01	-4.453636e-02	-8.287848e-02	8.852330e-03
6.901033e+01	2.952684e-02	-6.940364e-02	5.688699e-03
6.991682e+01	5.651620e-02	-1.075210e-02	3.309688e-03
7.082330e+01	2.453481e-02	3.395547e-02	1.754931e-03
7.172979e+01	-2.290554e-02	2.327786e-02	1.066522e-03
7.263628e+01	-2.680715e-02	-2.529536e-02	1.358478e-03
7.354276e+01	2.620435e-02	-4.742846e-02	2.936127e-03
7.444925e+01	7.893275e-02	1.926502e-03	6.234091e-03
7.535574e+01	5.812269e-02	8.930432e-02	1.135351e-02
7.626222e+01	-4.340259e-02	1.263562e-01	1.784966e-02
7.716871e+01	-1.468246e-01	5.627097e-02	2.472388e-02
7.807520e+01	-1.543585e-01	-8.197657e-02	3.054670e-02
7.898169e+01	-4.360449e-02	-1.790689e-01	3.396703e-02
7.988817e+01	1.059704e-01	-1.536908e-01	3.485060e-02
8.079466e+01	1.823166e-01	-2.179952e-02	3.371455e-02
8.170115e+01	1.306392e-01	1.193634e-01	3.131422e-02
8.260763e+01	-7.535520e-03	1.685787e-01	2.847557e-02
8.351412e+01	-1.299789e-01	9.529789e-02	2.597621e-02
8.442061e+01	-1.497892e-01	-4.236324e-02	2.423145e-02
8.532710e+01	-5.654065e-02	-1.409011e-01	2.304995e-02
8.623358e+01	7.490157e-02	-1.281743e-01	2.203891e-02
8.714007e+01	1.424895e-01	-1.998340e-02	2.070261e-02
8.804656e+01	9.915766e-02	9.333409e-02	1.854350e-02
8.895304e+01	-9.312277e-03	1.230859e-01	1.523685e-02
8.985953e+01	-8.765103e-02	5.919355e-02	1.118658e-02
9.076602e+01	-8.045292e-02	-2.852723e-02	7.286475e-03
9.167251e+01	-1.438265e-02	-6.353623e-02	4.243713e-03
9.257899e+01	3.904233e-02	-2.992363e-02	2.419727e-03
9.348548e+01	3.443966e-02	2.441360e-02	1.782114e-03
9.439197e+01	-1.150409e-02	4.268656e-02	1.954486e-03
9.529845e+01	-4.823028e-02	1.158156e-02	2.460293e-03
9.620494e+01	-4.039379e-02	-3.710664e-02	3.008561e-03
9.711143e+01	6.438224e-03	-5.868624e-02	3.485525e-03
9.801791e+01	5.371413e-02	-3.190350e-02	3.903041e-03
9.892440e+01	6.101955e-02	2.534472e-02	4.365740e-03
9.983089e+01	1.702073e-02	6.871980e-02	5.012116e-03
1.007374e+02	-4.814238e-02	5.935192e-02	5.840340e-03
1.016439e+02	-8.200798e-02	-1.303594e-03	6.727007e-03
1.025504e+02	-5.364664e-02	-6.766868e-02	7.457012e-03
1.034568e+02	1.715379e-02	-8.640396e-02	7.759897e-03
1.043633e+02	7.440313e-02	-4.290629e-02	7.376776e-03
1.052698e+02	7.520483e-02	2.500381e-02	6.280957e-03
1.061763e+02	2.703410e-02	6.365162e-02	4.782371e-03
1.070828e+02	-2.555677e-02	5.077734e-02	3.231487e-03
1.079893e+02	-4.302558e-02	8.213159e-03	1.918656e-03
1.088958e+02	-2.155390e-02	-2.369031e-02	1.025801e-03
1.098022e+02	1.102182e-02	-2.202576e-02	6.066148e-04
1.107087e+02	2.369536e-02	4.599768e-03	5.826282e-04
1.116152e+02	6.148800e-03	2.815831e-02	8.306980e-04
1.125217e+02	-2.509810e-02	2.463094e-02	1.236598e-03
1.134282e+02	-4.071391e-02	-6.229296e-03	1.696427e-03
1.143347e+02	-2.309140e-02	-3.983920e-02	2.120374e-03
1.152412e+02	1.741723e-02	-4.626103e-02	2.443443e-03
1.161477e+02	4.878246e-02	-1.642687e-02	2.649571e-03
1.170541e+02	4.430784e-02	2.801769e-02	2.748176e-03
1.179606e+02	6.006165e-03	5.214301e-02	2.754967e-03
1.188671e+02	-3.648687e-02	3.680254e-02	2.685719e-03
1.197736e+02	-5.022088e-02	-5.495533e-03	2.552338e-03
1.206801e+02	-2.583742e-02	-4.121137e-02	2.365949e-03
1.215866e+02	1.579759e-02	-4.358558e-02	2.149267e-03
1.224931e+02	4.183587e-02	-1.326390e-02	1.926171e-03
1.233996e+02	3.375394e-02	2.401683e-02	1.716137e-03
1.243060e+02	7.161551e-04	3.913490e-02	1.532053e-03
1.252125e+02	-2.958116e-02	2.245170e-02	1.379124e-03
1.261190e+02	-3.395700e-02	-1.026167e-02	1.258380e-03
1.270255e+02	-1.122303e-02	-3.234495e-02	1.172152e-03
1.279320e+02	1.906288e-02	-2.752699e-02	1.121129e-03
1.288385e+02	3.319451e-02	-1.170763e-03	1.103246e-03
1.297450e+02	2.130954e-02	2.567980e-02	1.113549e-03
1.306514e+02	-6.680447e-03	3.315953e-02	1.144182e-03
1.315579e+02	-3.013537e-02	1.647155e-02	1.179453e-03
1.324644e+02	-3.245750e-02	-1.223421e-02	1.203165e-03
1.333709e+02	-1.195066e-02	-3.259990e-02	1.205572e-03
1.342774e+02	1.696624e-02	-2.992771e-02	1.183521e-03
1.351839e+02	3.330847e-02	-5.685178e-03	1.141776e-03
1.360904e+02	2.430517e-02	2.244825e-02	1.094665e-03
1.369969e+02	-3.776829e-03	3.231491e-02	1.058518e-03
1.379033e+02	-2.842857e-02	1.532046e-02	1.042900e-03
1.388098e+02	-2.878170e-02	-1.484704e-02	1.048821e-03
1.397163e+02	-3.903232e-03	-3.246394e-02	1.069143e-03
1.406228e+02	2.499819e-02	-2.159795e-02	1.091381e-03
1.415293e+02	3.209705e-02	8.918647e-03	1.109763e-03
1.424358e+02	1.033027e-02	3.213423e-02	1.139323e-03
1.433423e+02	-2.166716e-02	2.691210e-02	1.193727e-03
1.442488e+02	-3.560933e-02	-3.186208e-03	1.278176e-03
1.451552e+02	-1.824462e-02	-3.247972e-02	1.387798e-03
1.460617e+02	1.664164e-02	-3.508402e-02	1.507833e-03
1.469682e+02	3.954189e-02	-7.506245e-03	1.619905e-03
1.478747e+02	3.049868e-02	2.787469e-02	1.707168e-03
1.487812e+02	-3.695677e-03	4.168163e-02	1.751016e-03
1.496877e+02	-3.506714e-02	2.243670e-02	1.733110e-03
1.505942e+02	-3.811866e-02	-1.363468e-02	1.638937e-03
1.515007e+02	-1.158049e-02	-3.647465e-02	1.464508e-03
1.524071e+02	2.079441e-02	-2.847556e-02	1.243265e-03
1.533136e+02	3.205306e-02	8.732126e-04	1.028161e-03
1.542201e+02	1.514274e-02	2.514227e-02	8.614360e-04
1.551266e+02	-1.289871e-02	2.450678e-02	7.669591e-04
1.560331e+02	-2.728043e-02	1.690512e-03	7.470797e-04
1.569396e+02	-1.673591e-02	-2.242090e-02	7.827877e-04
1.578461e+02	8.843955e-03	-2.760260e-02	8.401192e-04
1.587525e+02	2.808692e-02	-9.972198e-03	8.883195e-04
1.596590e+02	2.550354e-02	1.594258e-02	9.045963e-04
1.605655e+02	3.530865e-03	2.937132e-02	8.751415e-04
1.614720e+02	-1.982456e-02	2.008530e-02	7.964325e-04
1.623785e+02	-2.588397e-02	-3.299974e-03	6.808700e-04
1.632850e+02	-1.122399e-02	-2.076420e-02	5.571300e-04
1.641915e+02	9.946438e-03	-1.871908e-02	4.493355e-04
1.650980e+02	1.921335e-02	-1.260731e-03	3.707422e-04
1.660044e+02	1.018733e-02	1.478298e-02	3.223182e-04
1.669109e+02	-6.980273e-03	1.566182e-02	2.940168e-04
1.678174e+02	-1.635912e-02	2.487116e-03	2.738066e-04
1.687239e+02	-1.079191e-02	-1.189727e-02	2.580103e-04
1.696304e+02	3.692217e-03	-1.529327e-02	2.475165e-04
1.705369e+02	1.457118e-02	-5.704609e-03	2.448617e-04
1.714434e+02	1.340453e-02	8.538770e-03	2.525920e-04
1.723499e+02	1.540283e-03	1.642317e-02	2.720928e-04
1.732563e+02	-1.223761e-02	1.217793e-02	2.980611e-04
1.741628e+02	-1.789065e-02	-1.464276e-03	3.222193e-04
1.750693e+02	-1.079429e-02	-1.487452e-02	3.377680e-04
1.759758e+02	4.463981e-03	-1.789284e-02	3.400808e-04
1.768823e+02	1.649383e-02	-7.499648e-03	3.282913e-04
1.777888e+02	1.526295e-02	8.683439e-03	3.083599e-04
1.786953e+02	1.124902e-03	1.711425e-02	2.941629e-04
1.796018e+02	-1.402571e-02	1.004938e-02	2.977105e-04
1.805082e+02	-1.664602e-02	-6.886093e-03	3.245083e-04
1.814147e+02	-3.634185e-03	-1.894596e-02	3.721567e-04
1.823212e+02	1.436351e-02	-1.497058e-02	4.304288e-04
1.832277e+02	2.184866e-02	2.577507e-03	4.840075e-04
1.841342e+02	1.186553e-02	1.943828e-02	5.186375e-04
1.850407e+02	-7.885723e-03	2.147907e-02	5.235350e-04
1.859472e+02	-2.115058e-02	6.791104e-03	4.934663e-04
1.868536e+02	-1.684851e-02	-1.214182e-02	4.312961e-04
1.877601e+02	8.435863e-04	-1.871724e-02	3.510466e-04
1.886666e+02	1.515389e-02	-7.312319e-03	2.831103e-04
1.895731e+02	1.228737e-02	1.031417e-02	2.573614e-04
1.904796e+02	-4.568214e-03	1.618499e-02	2.828225e-04
1.913861e+02	-1.814976e-02	3.959963e-03	3.450950e-04
1.922926e+02	-1.419888e-02	-1.445673e-02	4.106054e-04
1.931991e+02	3.933697e-03	-2.058863e-02	4.393658e-04
1.941055e+02	1.866221e-02	-8.532178e-03	4.210763e-04
1.950120e+02	1.659152e-02	9.825094e-03	3.718110e-04
1.959185e+02	8.554796e-04	1.765059e-02	3.122751e-04
1.968250e+02	-1.327169e-02	9.122690e-03	2.593613e-04
1.977315e+02	-1.349272e-02	-6.261960e-03	2.212655e-04
1.986380e+02	-1.413150e-03	-1.395516e-02	1.967434e-04
1.995445e+02	1.076292e-02	-8.132784e-03	1.819826e-04
2.004510e+02	1.235655e-02	4.655777e-03	1.743607e-04
2.013574e+02	2.959771e-03	1.275287e-02	1.713959e-04
2.022639e+02	-8.616759e-03	9.792717e-03	1.701458e-04
2.031704e+02	-1.290777e-02	-7.848252e-04	1.672264e-04
2.040769e+02	-7.535198e-03	-1.012004e-02	1.591944e-04
2.049834e+02	2.430238e-03	-1.175651e-02	1.441215e-04
2.058899e+02	9.530405e-03	-5.641879e-03	1.226594e-04
2.067964e+02	9.403392e-03	2.943205e-03	9.708624e-05
2.077029e+02	3.264331e-03	7.745112e-03	7.064262e-05
2.086093e+02	-3.577351e-03	5.878742e-03	4.735704e-05
2.095158e+02	-5.620035e-03	-3.099840e-04	3.168089e-05
2.104223e+02	-1.549499e-03	-4.903708e-03	2.644729e-05
2.113288e+02	4.375514e-03	-3.530750e-03	3.161132e-05
2.122353e+02	6.135372e-03	2.545952e-03	4.412466e-05
2.131418e+02	1.600366e-03	7.478564e-03	5.849009e-05
2.140483e+02	-5.303325e-03	6.336004e-03	6.827020e-05
2.149547e+02	-8.385035e-03	-8.284021e-05	7.031567e-05
2.158612e+02	-5.059536e-03	-6.277935e-03	6.501136e-05
2.167677e+02	1.628757e-03	-7.200164e-03	5.449521e-05
2.176742e+02	5.951808e-03	-2.547229e-03	4.191239e-05
2.185807e+02	4.520087e-03	3.220401e-03	3.080217e-05
2.194872e+02	-8.892001e-04	4.865172e-03	2.446057e-05
2.203937e+02	-4.867268e-03	9.863740e-04	2.466323e-05
2.213002e+02	-3.295794e-03	-4.493443e-03	3.105329e-05
2.222066e+02	2.580010e-03	-5.883141e-03	4.126780e-05
2.231131e+02	7.064372e-03	-1.259382e-03	5.149140e-05
2.240196e+02	5.409033e-03	5.312997e-03	5.748557e-05
2.249261e+02	-1.204640e-03	7.458798e-03	5.708482e-05
2.258326e+02	-6.520529e-03	3.039597e-03	5.175645e-05
2.267391e+02	-5.565249e-03	-3.598500e-03	4.392120e-05
2.276456e+02	3.943741e-04	-5.986775e-03	3.599700e-05
2.285521e+02	5.098563e-03	-2.007562e-03	3.002565e-05
2.294585e+02	3.581884e-03	3.853925e-03	2.768264e-05
2.303650e+02	-2.500134e-03	4.973966e-03	3.099100e-05
2.312715e+02	-6.379154e-03	-2.834016e-04	4.077392e-05
2.321780e+02	-3.333941e-03	-6.618409e-03	5.491850e-05
2.330845e+02	4.174266e-03	-7.160662e-03	6.869958e-05
2.339910e+02	8.694005e-03	-7.106573e-04	7.609075e-05
2.348975e+02	5.434512e-03	6.560732e-03	7.257713e-05
2.358040e+02	-2.290761e-03	7.471699e-03	6.107387e-05
2.367104e+02	-6.728827e-03	1.592196e-03	4.781220e-05
2.376169e+02	-3.939730e-03	-4.680052e-03	3.742435e-05
2.385234e+02	2.427748e-03	-5.059225e-03	3.148971e-05
2.394299e+02	5.333953e-03	1.316820e-04	2.846839e-05
2.403364e+02	2.034738e-03	4.651092e-03	2.577282e-05
2.412429e+02	-3.229285e-03	3.648381e-03	2.373896e-05
2.421494e+02	-4.636366e-03	-1.348518e-03	2.331439e-05
