# Retrieved Pulse - Time Domain (Full Field)
# Time (fs)	Real(E)	Imag(E)	Normalized Intensity
# # Note: This is the time-domain electric field E(t).
# # To compare the spectrum with the GUI (I(lambda)), calculate |FFT(E)|^2 / lambda^2.
2.475426e+02	1.068121e-05	1.152859e-02	1.329084e-04
2.483901e+02	-4.134665e-03	7.555575e-03	7.418217e-05
2.492376e+02	-3.223795e-03	1.967160e-03	1.426257e-05
2.500850e+02	2.945838e-03	1.193408e-03	1.010218e-05
2.509325e+02	5.886986e-03	8.925340e-03	1.143183e-04
2.517800e+02	-2.026513e-03	1.705651e-02	2.950312e-04
2.526275e+02	-1.535421e-02	1.411315e-02	4.349325e-04
2.534749e+02	-2.022351e-02	1.182883e-03	4.103896e-04
2.543224e+02	-1.366954e-02	-8.726514e-03	2.630082e-04
2.551699e+02	-5.130879e-03	-9.386802e-03	1.144380e-04
2.560174e+02	-1.813833e-03	-5.482363e-03	3.334629e-05
2.568648e+02	-2.822589e-03	-2.649529e-03	1.498702e-05
2.577123e+02	-5.963765e-03	-1.848189e-03	3.898229e-05
2.585598e+02	-1.010310e-02	-5.921708e-03	1.371392e-04
2.594073e+02	-8.503342e-03	-1.547803e-02	3.118762e-04
2.602547e+02	3.470088e-03	-2.150105e-02	4.743365e-04
2.611022e+02	1.712300e-02	-1.365593e-02	4.796815e-04
2.619497e+02	1.679150e-02	2.491746e-03	2.881633e-04
2.627972e+02	3.458036e-03	8.288626e-03	8.065933e-05
2.636446e+02	-4.920084e-03	-1.533415e-03	2.655859e-05
2.644921e+02	2.734498e-03	-1.221162e-02	1.566011e-04
2.653396e+02	1.665922e-02	-8.454795e-03	3.490133e-04
2.661871e+02	2.023686e-02	6.386866e-03	4.503226e-04
2.670345e+02	1.020118e-02	1.790566e-02	4.246766e-04
2.678820e+02	-4.061588e-03	1.700264e-02	3.055862e-04
2.687295e+02	-1.078871e-02	6.114653e-03	1.537852e-04
2.695770e+02	-5.076273e-03	-4.204478e-03	4.344618e-05
2.704244e+02	6.742902e-03	-2.740905e-03	5.297929e-05
2.712719e+02	9.724678e-03	1.054571e-02	2.057815e-04
2.721194e+02	-3.323569e-03	2.048364e-02	4.306254e-04
2.729669e+02	-2.045826e-02	1.280774e-02	5.825786e-04
2.738143e+02	-2.198108e-02	-6.778047e-03	5.291100e-04
2.746618e+02	-6.285662e-03	-1.695415e-02	3.269529e-04
2.755093e+02	7.924528e-03	-8.638801e-03	1.374270e-04
2.763568e+02	6.019342e-03	5.491357e-03	6.638748e-05
2.772042e+02	-6.588401e-03	8.407063e-03	1.140857e-04
2.780517e+02	-1.388831e-02	-1.345719e-03	1.946962e-04
2.788992e+02	-9.236954e-03	-1.235875e-02	2.380600e-04
2.797467e+02	2.135514e-03	-1.497105e-02	2.286929e-04
2.805941e+02	1.073263e-02	-7.951271e-03	1.784120e-04
2.814416e+02	1.021328e-02	2.537683e-03	1.107510e-04
2.822891e+02	1.358297e-03	7.496392e-03	5.804087e-05
2.831366e+02	-6.787490e-03	1.838618e-03	4.945054e-05
2.839840e+02	-4.631084e-03	-8.212492e-03	8.889196e-05
2.848315e+02	6.329876e-03	-1.042566e-02	1.487617e-04
2.856790e+02	1.347825e-02	-7.020482e-04	1.821560e-04
2.865265e+02	7.624312e-03	1.037868e-02	1.658472e-04
2.873739e+02	-4.688865e-03	1.024739e-02	1.269944e-04
2.882214e+02	-9.830482e-03	-2.372978e-04	9.669468e-05
2.890689e+02	-3.091231e-03	-8.835398e-03	8.761997e-05
2.899164e+02	6.744490e-03	-6.615444e-03	8.925225e-05
2.907639e+02	8.884019e-03	2.455539e-03	8.495547e-05
2.916113e+02	2.308134e-03	8.207182e-03	7.268532e-05
2.924588e+02	-5.433070e-03	5.408641e-03	5.877165e-05
2.933063e+02	-6.750523e-03	-2.350863e-03	5.109612e-05
2.941538e+02	-8.398867e-04	-7.349925e-03	5.472681e-05
2.950012e+02	6.565156e-03	-4.819274e-03	6.632669e-05
2.958487e+02	8.208260e-03	3.028266e-03	7.654594e-05
2.966962e+02	2.145467e-03	8.451501e-03	7.603089e-05
2.975437e+02	-5.444536e-03	5.573300e-03	6.070464e-05
2.983911e+02	-5.760728e-03	-2.607775e-03	3.998648e-05
2.992386e+02	2.014966e-03	-5.909379e-03	3.898084e-05
3.000861e+02	8.363493e-03	5.962791e-04	7.030357e-05
3.009336e+02	4.738029e-03	9.906809e-03	1.205938e-04
3.017810e+02	-5.787496e-03	1.104658e-02	1.555219e-04
3.026285e+02	-1.175084e-02	2.488296e-03	1.442740e-04
3.034760e+02	-7.666282e-03	-6.205070e-03	9.727476e-05
3.043235e+02	6.756766e-04	-6.653833e-03	4.473003e-05
3.051709e+02	3.911523e-03	-1.388751e-04	1.531930e-05
3.060184e+02	-9.838993e-04	4.971031e-03	2.567920e-05
3.068659e+02	-8.364930e-03	2.156722e-03	7.462350e-05
3.077134e+02	-9.552543e-03	-7.019203e-03	1.405203e-04
3.085608e+02	-1.540953e-03	-1.364497e-02	1.885598e-04
3.094083e+02	8.695666e-03	-1.042573e-02	1.843103e-04
3.102558e+02	1.074279e-02	-6.583639e-04	1.158410e-04
3.111033e+02	3.757619e-03	4.116323e-03	3.106381e-05
3.119507e+02	-1.507879e-03	-6.303851e-04	2.671086e-06
3.127982e+02	2.340737e-03	-6.714336e-03	5.056135e-05
3.136457e+02	1.030122e-02	-4.996102e-03	1.310762e-04
3.144932e+02	1.283694e-02	2.679903e-03	1.719689e-04
3.153406e+02	9.228544e-03	8.557399e-03	1.583951e-04
3.161881e+02	4.257200e-03	1.046045e-02	1.275448e-04
3.170356e+02	1.792300e-04	9.980398e-03	9.964048e-05
3.178831e+02	-2.428456e-03	7.770745e-03	6.628189e-05
3.187305e+02	-1.574979e-03	5.212408e-03	2.964975e-05
3.195780e+02	8.278734e-04	7.344181e-03	5.462238e-05
3.204255e+02	-2.719327e-03	1.289328e-02	1.736314e-04
3.212730e+02	-1.280988e-02	1.237585e-02	3.172547e-04
3.221204e+02	-1.856534e-02	1.869875e-03	3.481681e-04
3.229679e+02	-1.203952e-02	-7.569139e-03	2.022419e-04
3.238154e+02	-3.403976e-03	-5.362940e-03	4.034818e-05
3.246629e+02	-4.977998e-03	1.341369e-03	2.657974e-05
3.255103e+02	-1.315516e-02	-6.362892e-04	1.734630e-04
3.263578e+02	-1.460471e-02	-1.117067e-02	3.380816e-04
3.272053e+02	-6.342209e-03	-1.825804e-02	3.735797e-04
3.280528e+02	3.151451e-03	-1.735624e-02	3.111708e-04
3.289002e+02	8.624560e-03	-1.235042e-02	2.269160e-04
3.297477e+02	1.016401e-02	-6.914649e-03	1.511194e-04
3.305952e+02	8.061795e-03	-2.823552e-03	7.296499e-05
3.314427e+02	4.469371e-03	-3.779243e-03	3.425795e-05
3.322901e+02	6.961168e-03	-8.426389e-03	1.194619e-04
3.331376e+02	1.614194e-02	-6.899091e-03	3.081596e-04
3.339851e+02	2.072135e-02	4.882703e-03	4.532151e-04
3.348326e+02	1.209863e-02	1.540427e-02	3.836685e-04
3.356801e+02	5.888699e-04	1.268612e-02	1.612844e-04
3.365275e+02	1.922514e-04	4.364146e-03	1.908273e-05
3.373750e+02	7.161596e-03	4.880952e-03	7.511214e-05
3.382225e+02	7.186865e-03	1.409600e-02	2.503482e-04
3.390700e+02	-2.680545e-03	1.836021e-02	3.442827e-04
3.399174e+02	-1.136193e-02	1.287154e-02	2.947698e-04
3.407649e+02	-1.276317e-02	5.005057e-03	1.879492e-04
3.416124e+02	-1.019401e-02	7.960157e-04	1.045515e-04
3.424599e+02	-8.004470e-03	-1.848408e-04	6.410571e-05
3.433073e+02	-7.140907e-03	4.348799e-04	5.118167e-05
3.441548e+02	-9.467034e-03	8.654936e-04	9.037380e-05
3.450023e+02	-1.332721e-02	-3.474312e-03	1.896854e-04
3.458498e+02	-1.171177e-02	-1.233219e-02	2.892484e-04
3.466972e+02	-1.903375e-03	-1.683370e-02	2.869963e-04
3.475447e+02	6.610089e-03	-1.050847e-02	1.541212e-04
3.483922e+02	4.444927e-03	-2.310534e-03	2.509595e-05
3.492397e+02	-2.215047e-03	-3.544796e-03	1.747201e-05
3.500871e+02	-9.792565e-04	-1.137596e-02	1.303714e-04
3.509346e+02	8.719641e-03	-1.306574e-02	2.467456e-04
3.517821e+02	1.524396e-02	-4.965783e-03	2.570373e-04
3.526296e+02	1.293686e-02	4.055415e-03	1.838088e-04
3.534770e+02	6.639010e-03	7.049710e-03	9.377486e-05
3.543245e+02	2.819404e-03	5.192382e-03	3.490987e-05
3.551720e+02	2.795103e-03	3.007462e-03	1.685743e-05
3.560195e+02	4.773583e-03	3.367229e-03	3.412533e-05
3.568669e+02	5.254718e-03	7.339954e-03	8.148699e-05
3.577144e+02	6.602319e-04	1.157336e-02	1.343786e-04
3.585619e+02	-7.057833e-03	1.005875e-02	1.509914e-04
3.594094e+02	-9.912317e-03	2.073534e-03	1.025536e-04
3.602568e+02	-4.314622e-03	-3.454980e-03	3.055285e-05
3.611043e+02	1.569412e-03	-5.070505e-05	2.465627e-06
3.619518e+02	-1.032665e-03	6.324464e-03	4.106524e-05
3.627993e+02	-9.049876e-03	5.193125e-03	1.088688e-04
3.636467e+02	-1.117085e-02	-3.639348e-03	1.380327e-04
3.644942e+02	-4.297724e-03	-9.694692e-03	1.124575e-04
3.653417e+02	3.440229e-03	-7.067235e-03	6.178099e-05
3.661892e+02	4.392286e-03	-5.822288e-04	1.963117e-05
3.670366e+02	7.230987e-05	1.760701e-03	3.105298e-06
3.678841e+02	-2.411834e-03	-1.284835e-03	7.467742e-06
3.687316e+02	1.335202e-04	-4.509028e-03	2.034916e-05
3.695791e+02	4.743607e-03	-3.346642e-03	3.370182e-05
3.704265e+02	6.356577e-03	1.723162e-03	4.337535e-05
3.712740e+02	2.989112e-03	6.237360e-03	4.783945e-05
3.721215e+02	-2.672352e-03	6.272562e-03	4.648649e-05
3.729690e+02	-5.908631e-03	1.911995e-03	3.856764e-05
3.738164e+02	-4.209326e-03	-2.735972e-03	2.520397e-05
3.746639e+02	1.108742e-04	-3.255160e-03	1.060836e-05
3.755114e+02	1.739241e-03	5.057742e-04	3.280766e-06
3.763589e+02	-1.999948e-03	3.258876e-03	1.462006e-05
3.772064e+02	-6.730640e-03	3.120774e-05	4.530248e-05
3.780538e+02	-5.797453e-03	-6.690923e-03	7.837891e-05
3.789013e+02	8.927969e-04	-9.307056e-03	8.741837e-05
3.797488e+02	5.713446e-03	-4.909590e-03	5.674753e-05
3.805963e+02	3.739778e-03	-1.874121e-04	1.402106e-05
3.814437e+02	-1.804065e-05	-1.377037e-03	1.896555e-06
3.822912e+02	1.331787e-03	-5.626437e-03	3.343044e-05
3.831387e+02	7.084435e-03	-5.840708e-03	8.430309e-05
3.839862e+02	1.060715e-02	-7.148038e-04	1.130226e-04
3.848336e+02	9.219646e-03	4.992974e-03	1.099317e-04
3.856811e+02	5.118237e-03	7.922610e-03	8.896410e-05
3.865286e+02	1.127462e-03	7.750085e-03	6.133499e-05
3.873761e+02	-7.881317e-04	5.640091e-03	3.243178e-05
3.882235e+02	4.047834e-04	4.228597e-03	1.804488e-05
3.890710e+02	1.645262e-03	6.904740e-03	5.038232e-05
3.899185e+02	-2.340999e-03	1.103644e-02	1.272833e-04
3.907660e+02	-1.030195e-02	9.547572e-03	1.972863e-04
3.916134e+02	-1.370485e-02	1.265023e-03	1.894232e-04
3.924609e+02	-8.609705e-03	-4.836465e-03	9.751841e-05
3.933084e+02	-3.418601e-03	-2.888074e-03	2.002781e-05
3.941559e+02	-5.438134e-03	8.010421e-04	3.021496e-05
3.950033e+02	-1.064884e-02	-2.011333e-03	1.174434e-04
3.958508e+02	-1.040260e-02	-9.537247e-03	1.991731e-04
3.966983e+02	-4.294635e-03	-1.404592e-02	2.157317e-04
3.975458e+02	2.318465e-03	-1.358978e-02	1.900573e-04
3.983932e+02	6.587704e-03	-1.050947e-02	1.538468e-04
3.992407e+02	8.291741e-03	-6.959671e-03	1.171900e-04
4.000882e+02	7.746208e-03	-4.811694e-03	8.315614e-05
4.009357e+02	8.287019e-03	-5.634035e-03	1.004170e-04
4.017831e+02	1.336708e-02	-4.971777e-03	2.033975e-04
4.026306e+02	1.802413e-02	2.618366e-03	3.317252e-04
4.034781e+02	1.398588e-02	1.274625e-02	3.580717e-04
4.043256e+02	3.793416e-03	1.400911e-02	2.106451e-04
4.051730e+02	7.669942e-04	7.305305e-03	5.395576e-05
4.060205e+02	6.410945e-03	6.376065e-03	8.175441e-05
4.068680e+02	7.550884e-03	1.540718e-02	2.943970e-04
4.077155e+02	-3.002986e-03	2.198552e-02	4.923811e-04
4.085629e+02	-1.424590e-02	1.609529e-02	4.620040e-04
4.094104e+02	-1.575120e-02	6.298925e-03	2.877768e-04
4.102579e+02	-1.243620e-02	2.468936e-03	1.607547e-04
4.111054e+02	-1.259820e-02	2.482788e-03	1.648788e-04
4.119528e+02	-1.535349e-02	-2.655223e-04	2.358003e-04
4.128003e+02	-1.584259e-02	-5.298215e-03	2.790586e-04
4.136478e+02	-1.452703e-02	-1.066033e-02	3.246772e-04
4.144953e+02	-1.069556e-02	-1.664506e-02	3.914531e-04
4.153427e+02	-2.692556e-03	-2.025824e-02	4.176460e-04
4.161902e+02	5.220007e-03	-1.699624e-02	3.161208e-04
4.170377e+02	5.770505e-03	-1.161022e-02	1.680958e-04
4.178852e+02	4.207074e-03	-1.351515e-02	2.003588e-04
4.187326e+02	1.118668e-02	-1.808554e-02	4.522285e-04
4.195801e+02	2.344057e-02	-1.259155e-02	7.080075e-04
4.204276e+02	2.561918e-02	2.110942e-03	6.607984e-04
4.212751e+02	1.626879e-02	9.724242e-03	3.592345e-04
4.221226e+02	1.090055e-02	6.789139e-03	1.649144e-04
4.229700e+02	1.485102e-02	6.400294e-03	2.615165e-04
4.238175e+02	1.673691e-02	1.532613e-02	5.150143e-04
4.246650e+02	8.618221e-03	2.325175e-02	6.149176e-04
4.255125e+02	-1.278803e-03	2.290896e-02	5.264559e-04
4.263599e+02	-7.058196e-03	1.979669e-02	4.417272e-04
4.272074e+02	-1.193405e-02	1.761167e-02	4.525927e-04
4.280549e+02	-1.734880e-02	1.324636e-02	4.764469e-04
4.289024e+02	-1.878985e-02	6.890354e-03	4.005353e-04
4.297498e+02	-1.867209e-02	3.723821e-03	3.625138e-04
4.305973e+02	-2.218820e-02	1.025541e-04	4.923269e-04
4.314448e+02	-2.439466e-02	-9.824966e-03	6.916294e-04
4.322923e+02	-1.710387e-02	-2.011337e-02	6.970900e-04
4.331397e+02	-6.473927e-03	-1.959428e-02	4.258475e-04
4.339872e+02	-5.186508e-03	-1.517309e-02	2.571225e-04
4.348347e+02	-7.413110e-03	-1.992792e-02	4.520760e-04
4.356822e+02	9.867208e-04	-2.921642e-02	8.545729e-04
4.365296e+02	1.698309e-02	-2.672865e-02	1.002846e-03
4.373771e+02	2.299286e-02	-1.346569e-02	7.099961e-04
4.382246e+02	1.906386e-02	-6.154953e-03	4.013141e-04
4.390721e+02	1.913663e-02	-6.413766e-03	4.073471e-04
4.399195e+02	2.537383e-02	-2.005858e-03	6.478549e-04
4.407670e+02	2.552717e-02	9.189800e-03	7.360888e-04
4.416145e+02	1.811945e-02	1.539149e-02	5.652124e-04
4.424620e+02	1.377208e-02	1.627026e-02	4.543914e-04
4.433094e+02	1.221547e-02	2.052335e-02	5.704256e-04
4.441569e+02	4.867291e-03	2.687243e-02	7.458179e-04
4.450044e+02	-6.088281e-03	2.507729e-02	6.659374e-04
4.458519e+02	-9.848754e-03	1.864659e-02	4.446932e-04
4.466993e+02	-1.058094e-02	1.825257e-02	4.451125e-04
4.475468e+02	-1.854006e-02	1.944058e-02	7.216701e-04
4.483943e+02	-2.888232e-02	1.051310e-02	9.447137e-04
4.492418e+02	-2.701369e-02	-3.855965e-03	7.446080e-04
4.500892e+02	-1.789675e-02	-7.980038e-03	3.839745e-04
4.509367e+02	-1.699481e-02	-5.356437e-03	3.175149e-04
4.517842e+02	-2.235811e-02	-1.083007e-02	6.171754e-04
4.526317e+02	-1.856800e-02	-2.380606e-02	9.114989e-04
4.534791e+02	-4.679590e-03	-2.790636e-02	8.006634e-04
4.543266e+02	4.036113e-03	-2.206599e-02	5.031980e-04
4.551741e+02	5.283718e-03	-1.875784e-02	3.797744e-04
4.560216e+02	9.202765e-03	-2.043806e-02	5.024051e-04
4.568690e+02	1.761109e-02	-1.756359e-02	6.186305e-04
4.577165e+02	2.093148e-02	-9.106696e-03	5.210587e-04
4.585640e+02	1.981430e-02	-3.827823e-03	4.072588e-04
4.594115e+02	2.128364e-02	-6.523281e-04	4.534190e-04
4.602589e+02	2.324288e-02	6.865452e-03	5.873659e-04
4.611064e+02	1.816343e-02	1.526244e-02	5.628524e-04
4.619539e+02	1.079972e-02	1.610603e-02	3.760381e-04
4.628014e+02	9.804197e-03	1.555877e-02	3.381976e-04
4.636488e+02	8.753791e-03	2.200320e-02	5.607698e-04
4.644963e+02	-2.059804e-03	2.842262e-02	8.120881e-04
4.653438e+02	-1.526996e-02	2.204997e-02	7.193728e-04
4.661913e+02	-1.621699e-02	1.017569e-02	3.665353e-04
4.670388e+02	-1.097116e-02	8.193644e-03	1.875022e-04
4.678862e+02	-1.440477e-02	1.219520e-02	3.562202e-04
4.687337e+02	-2.425672e-02	6.977661e-03	6.370763e-04
4.695812e+02	-2.402347e-02	-6.648233e-03	6.213262e-04
4.704287e+02	-1.400113e-02	-1.245950e-02	3.512707e-04
4.712761e+02	-8.959908e-03	-9.164779e-03	1.642731e-04
4.721236e+02	-1.166156e-02	-9.433918e-03	2.249909e-04
4.729711e+02	-1.047098e-02	-1.691613e-02	3.957969e-04
4.738186e+02	-1.071317e-03	-2.018218e-02	4.084682e-04
4.746660e+02	6.231780e-03	-1.544572e-02	2.774054e-04
4.755135e+02	7.256227e-03	-1.077711e-02	1.687989e-04
4.763610e+02	7.974809e-03	-1.021139e-02	1.678701e-04
4.772085e+02	1.176604e-02	-8.733202e-03	2.147085e-04
4.780559e+02	1.388216e-02	-3.760198e-03	2.068533e-04
4.789034e+02	1.313726e-02	5.499719e-04	1.728901e-04
4.797509e+02	1.246222e-02	3.673875e-03	1.688042e-04
4.805984e+02	1.129382e-02	7.983051e-03	1.912795e-04
4.814458e+02	6.588245e-03	1.160416e-02	1.780616e-04
4.822933e+02	1.189587e-03	1.036062e-02	1.087575e-04
4.831408e+02	1.147811e-04	7.642090e-03	5.841472e-05
4.839883e+02	5.116570e-04	8.595045e-03	7.413660e-05
4.848357e+02	-3.091356e-03	1.073351e-02	1.247647e-04
4.856832e+02	-8.324124e-03	7.673037e-03	1.281665e-04
4.865307e+02	-8.147121e-03	1.750462e-03	6.943970e-05
4.873782e+02	-4.441142e-03	3.440928e-04	1.984214e-05
4.882256e+02	-4.293703e-03	2.705965e-03	2.575813e-05
4.890731e+02	-7.965103e-03	1.834534e-03	6.680838e-05
4.899206e+02	-8.197563e-03	-3.392949e-03	7.871214e-05
4.907681e+02	-3.509690e-03	-5.906824e-03	4.720850e-05
4.916155e+02	-3.198633e-04	-3.526436e-03	1.253806e-05
4.924630e+02	-1.540149e-03	-1.584744e-03	4.883472e-06
4.933105e+02	-2.596133e-03	-3.532147e-03	1.921596e-05
4.941580e+02	4.112703e-04	-5.147014e-03	2.666089e-05
4.950054e+02	3.550511e-03	-2.533541e-03	1.902496e-05
4.958529e+02	2.590967e-03	1.261082e-03	8.303439e-06
4.967004e+02	-6.404687e-04	1.781532e-03	3.584056e-06
4.975479e+02	-1.749157e-03	-2.571465e-04	3.125674e-06
4.983953e+02	-7.574137e-04	-8.874110e-04	1.361174e-06
4.992428e+02	-8.587564e-04	-1.388187e-04	7.567332e-07
5.000903e+02	-2.127320e-03	-6.325172e-04	4.925567e-06
5.009378e+02	-2.157760e-03	-2.542910e-03	1.112232e-05
5.017852e+02	-6.394729e-04	-3.458389e-03	1.236938e-05
5.026327e+02	1.225580e-04	-3.096404e-03	9.602736e-06
5.034802e+02	2.774791e-04	-3.599825e-03	1.303573e-05
5.043277e+02	1.840437e-03	-4.597745e-03	2.452647e-05
5.051751e+02	4.382797e-03	-3.817528e-03	3.378243e-05
5.060226e+02	5.151353e-03	-1.565895e-03	2.898847e-05
5.068701e+02	4.543737e-03	-8.273686e-04	2.133008e-05
5.077176e+02	5.749307e-03	-8.865127e-04	3.384044e-05
5.085650e+02	7.997077e-03	1.698923e-03	6.683958e-05
5.094125e+02	7.134683e-03	6.554445e-03	9.386446e-05
5.102600e+02	2.624804e-03	8.760450e-03	8.363509e-05
5.111075e+02	-4.967352e-04	7.123348e-03	5.098883e-05
5.119550e+02	-5.281533e-04	6.338048e-03	4.044979e-05
5.128024e+02	-1.761041e-03	8.600676e-03	7.707290e-05
5.136499e+02	-7.397137e-03	9.721937e-03	1.492337e-04
5.144974e+02	-1.374558e-02	4.844596e-03	2.124110e-04
5.153449e+02	-1.412290e-02	-3.762247e-03	2.136109e-04
5.161923e+02	-8.573376e-03	-7.932734e-03	1.364310e-04
5.170398e+02	-6.606875e-03	-4.807936e-03	6.676705e-05
5.178873e+02	-1.584332e-02	-5.305495e-03	2.791591e-04
